Day,Order,Reading
188,4,PROVERBS 18:19
189,1,1 CHRONICLES 5:18-6:81
189,2,ACTS 26:1-32
189,3,PSALM 6:1-10
189,4,PROVERBS 18:20-21
190,1,1 CHRONICLES 7:1-8:40
190,2,ACTS 27:1-20
190,3,PSALM 7:1-17
190,4,PROVERBS 18:22
191,1,1 CHRONICLES 9:1-10:14
191,2,ACTS 27:21-44
191,3,PSALM 8:1-9
191,4,PROVERBS 18:23-24
192,1,1 CHRONICLES 11:1-12:18
192,2,ACTS 28:1-31
192,3,PSALM 9:1-12
192,4,PROVERBS 19:1-3
193,1,1 CHRONICLES 12:19-14:17
193,2,ROMANS 1:1-17
193,3,PSALM 9:13-20
193,4,PROVERBS 19:4-5
194,1,1 CHRONICLES 15:1-16:36
194,2,ROMANS 1:18-32
194,3,PSALM 10:1-15
194,4,PROVERBS 19:6-7
195,1,1 CHRONICLES 16:37-18:17
195,2,ROMANS 2:1-24
195,3,PSALM 10:16-18
195,4,PROVERBS 19:8-9
196,1,1 CHRONICLES 19:1-21:30
196,2,ROMANS 2:25-3:8
196,3,PSALM 11:1-7
196,4,PROVERBS 19:10-12
197,1,1 CHRONICLES 22:1-23:32
197,2,ROMANS 3:9-31
197,3,PSALM 12:1-8
197,4,PROVERBS 19:13-14
198,1,1 CHRONICLES 24:1-26:11
198,2,ROMANS 4:1-12
198,3,PSALM 13:1-6
198,4,PROVERBS 19:15-16
199,1,1 CHRONICLES 26:12-27:34
199,2,ROMANS 4:13-5:5
199,3,PSALM 14:1-7
199,4,PROVERBS 19:17
200,1,1 CHRONICLES 28:1-29:30
200,2,ROMANS 5:6-21
200,3,PSALM 15:1-5
200,4,PROVERBS 19:18-19
201,1,2 CHRONICLES 1:1-3:17
201,2,ROMANS 6:1-23
201,3,PSALM 16:1-11
201,4,PROVERBS 19:20-21
202,1,2 CHRONICLES 4:1-6:11
202,2,ROMANS 7:1-13
202,3,PSALM 17:1-15
202,4,PROVERBS 19:22-23
203,1,2 CHRONICLES 6:12-8:10
203,2,ROMANS 7:14-8:8
203,3,PSALM 18:1-15
203,4,PROVERBS 19:24-25
204,1,2 CHRONICLES 8:11-10:19
204,2,ROMANS 8:9-25
204,3,PSALM 18:16-36
204,4,PROVERBS 19:26
205,1,2 CHRONICLES 11:1-13:22
205,2,ROMANS 8:26-39
205,3,PSALM 18:37-50
205,4,PROVERBS 19:27-29
206,1,2 CHRONICLES 14:1-16:14
206,2,ROMANS 9:1-24
206,3,PSALM 19:1-14
206,4,PROVERBS 20:1
207,1,2 CHRONICLES 17:1-18:34
207,2,ROMANS 9:25-10:13
207,3,PSALM 20:1-9
207,4,PROVERBS 20:2-3
208,1,2 CHRONICLES 19:1-20:37
208,2,ROMANS 10:14-11:12
208,3,PSALM 21:1-13
208,4,PROVERBS 20:4-6
209,1,2 CHRONICLES 21:1-23:21
209,2,ROMANS 11:13-36
209,3,PSALM 22:1-18
209,4,PROVERBS 20:7
210,1,2 CHRONICLES 24:1-25:28
210,2,ROMANS 12:1-21
210,3,PSALM 22:19-31
210,4,PROVERBS 20:8-10
211,1,2 CHRONICLES 26:1-28:27
211,2,ROMANS 13:1-14
211,3,PSALM 23:1-6
211,4,PROVERBS 20:11
212,1,2 CHRONICLES 29:1-36
212,2,ROMANS 14:1-23
212,3,PSALM 24:1-10
212,4,PROVERBS 20:12
213,1,2 CHRONICLES 30:1-31:21
213,2,ROMANS 15:1-22
213,3,PSALM 25:1-15
213,4,PROVERBS 20:13-15
214,1,2 CHRONICLES 32:1-33:13
214,2,ROMANS 15:23-16:9
214,3,PSALM 25:16-22
214,4,PROVERBS 20:16-18
215,1,2 CHRONICLES 33:14-34:33
215,2,ROMANS 16:10-27
215,3,PSALM 26:1-12
215,4,PROVERBS 20:19
216,1,2 CHRONICLES 35:1-36:23
216,2,1 CORINTHIANS 1:1-17
216,3,PSALM 27:1-6
216,4,PROVERBS 20:20-21
217,1,EZRA 1:1-2:70
217,2,1 CORINTHIANS 1:18-2:5
217,3,PSALM 27:7-14
217,4,PROVERBS 20:22-23
218,1,EZRA 3:1-4:23
218,2,1 CORINTHIANS 2:6-3:4
218,3,PSALM 28:1-9
218,4,PROVERBS 20:24-25
219,1,EZRA 4:24-6:22
219,2,1 CORINTHIANS 3:5-23
219,3,PSALM 29:1-11
219,4,PROVERBS 20:26-27
220,1,EZRA 7:1-8:20
220,2,1 CORINTHIANS 4:1-21
220,3,PSALM 30:1-12
220,4,PROVERBS 20:28-30
221,1,EZRA 8:21-9:15
221,2,1 CORINTHIANS 5:1-13
221,3,PSALM 31:1-8
221,4,PROVERBS 21:1-2
222,1,EZRA 10:1-44
222,2,1 CORINTHIANS 6:1-20
222,3,PSALM 31:9-18
222,4,PROVERBS 21:3
223,1,NEHEMIAH 1:1-3:14
223,2,1 CORINTHIANS 7:1-24
223,3,PSALM 31:19-24
223,4,PROVERBS 21:4
224,1,NEHEMIAH 3:15-5:13
224,2,1 CORINTHIANS 7:25-40
224,3,PSALM 32:1-11
224,4,PROVERBS 21:5-7
225,1,NEHEMIAH 5:14-7:73
225,2,1 CORINTHIANS 8:1-13
225,3,PSALM 33:1-11
225,4,PROVERBS 21:8-10
226,1,NEHEMIAH 7:73-9:21
226,2,1 CORINTHIANS 9:1-18
226,3,PSALM 33:12-22
226,4,PROVERBS 21:11-12
227,1,NEHEMIAH 9:22-10:39
227,2,1 CORINTHIANS 9:19-10:13
227,3,PSALM 34:1-10
227,4,PROVERBS 21:13
228,1,NEHEMIAH 11:1-12:26
228,2,1 CORINTHIANS 10:14-33
228,3,PSALM 34:11-22
228,4,PROVERBS 21:14-16
229,1,NEHEMIAH 12:27-13:31
229,2,1 CORINTHIANS 11:1-16
229,3,PSALM 35:1-16
229,4,PROVERBS 21:17-18
230,1,ESTHER 1:1-3:15
230,2,1 CORINTHIANS 11:17-34
230,3,PSALM 35:17-28
230,4,PROVERBS 21:19-20
231,1,ESTHER 4:1-7:10
231,2,1 CORINTHIANS 12:1-26
231,3,PSALM 36:1-12
231,4,PROVERBS 21:21-22
232,1,ESTHER 8:1-10:3
232,2,1 CORINTHIANS 12:27-13:13
232,3,PSALM 37:1-11
232,4,PROVERBS 21:23-24
233,1,JOB 1:1-3:26
233,2,1 CORINTHIANS 14:1-17
233,3,PSALM 37:12-29
233,4,PROVERBS 21:25-26
234,1,JOB 4:1-7:21
234,2,1 CORINTHIANS 14:18-40
234,3,PSALM 37:30-40
234,4,PROVERBS 21:27
235,1,JOB 8:1-11:20
235,2,1 CORINTHIANS 15:1-28
235,3,PSALM 38:1-22
235,4,PROVERBS 21:28-29
236,1,JOB 12:1-15:35
236,2,1 CORINTHIANS 15:29-58
236,3,PSALM 39:1-13
236,4,PROVERBS 21:30-31
237,1,JOB 16:1-19:29
237,2,1 CORINTHIANS 16:1-24
237,3,PSALM 40:1-10
237,4,PROVERBS 22:1
238,1,JOB 20:1-22:30
238,2,2 CORINTHIANS 1:1-11
238,3,PSALM 40:11-17
238,4,PROVERBS 22:2-4
239,1,JOB 23:1-27:23
239,2,2 CORINTHIANS 1:12-2:11
239,3,PSALM 41:1-13
239,4,PROVERBS 22:5-6
240,1,JOB 28:1-30:31
240,2,2 CORINTHIANS 2:12-17
240,3,PSALM 42:1-11
240,4,PROVERBS 22:7
241,1,JOB 31:1-33:33
241,2,2 CORINTHIANS 3:1-18
241,3,PSALM 43:1-5
241,4,PROVERBS 22:8-9
242,1,JOB 34:1-36:33
242,2,2 CORINTHIANS 4:1-12
242,3,PSALM 44:1-8
242,4,PROVERBS 22:10-12
243,1,JOB 37:1-39:30
243,2,2 CORINTHIANS 4:13-5:10
243,3,PSALM 44:9-26
243,4,PROVERBS 22:13
244,1,JOB 40:1-42:17
244,2,2 CORINTHIANS 5:11-21
244,3,PSALM 45:1-17
244,4,PROVERBS 22:14
245,1,ECCLESIASTES 1:1-3:22
245,2,2 CORINTHIANS 6:1-13
245,3,PSALM 46:1-11
245,4,PROVERBS 22:15
246,1,ECCLESIASTES 4:1-6:12
246,2,2 CORINTHIANS 6:14-7:7
246,3,PSALM 47:1-9
246,4,PROVERBS 22:16
247,1,ECCLESIASTES 7:1-9:18
247,2,2 CORINTHIANS 7:8-16
247,3,PSALM 48:1-14
247,4,PROVERBS 22:17-19
248,1,ECCLESIASTES 10:1-12:14
248,2,2 CORINTHIANS 8:1-15
248,3,PSALM 49:1-20
248,4,PROVERBS 22:20-21
249,1,SONG 1:1-4:16
249,2,2 CORINTHIANS 8:16-24
249,3,PSALM 50:1-23
249,4,PROVERBS 22:22-23
250,1,SONG 5:1-8:14
250,2,2 CORINTHIANS 9:1-15
250,3,PSALM 51:1-19
250,4,PROVERBS 22:24-25
251,1,ISAIAH 1:1-2:22
251,2,2 CORINTHIANS 10:1-18
251,3,PSALM 52:1-9
251,4,PROVERBS 22:26-27
252,1,ISAIAH 3:1-5:30
252,2,2 CORINTHIANS 11:1-15
252,3,PSALM 53:1-6
252,4,PROVERBS 22:28-29
253,1,ISAIAH 6:1-7:25
253,2,2 CORINTHIANS 11:16-33
253,3,PSALM 54:1-7
253,4,PROVERBS 23:1-3
254,1,ISAIAH 8:1-9:21
254,2,2 CORINTHIANS 12:1-10
254,3,PSALM 55:1-23
254,4,PROVERBS 23:4-5
255,1,ISAIAH 10:1-11:16
255,2,2 CORINTHIANS 12:11-21
255,3,PSALM 56:1-13
255,4,PROVERBS 23:6-8
256,1,ISAIAH 12:1-14:32
256,2,2 CORINTHIANS 13:1-14
256,3,PSALM 57:1-11
256,4,PROVERBS 23:9-11
257,1,ISAIAH 15:1-18:7
257,2,GALATIANS 1:1-24
257,3,PSALM 58:1-11
257,4,PROVERBS 23:12
258,1,ISAIAH 19:1-21:17
258,2,GALATIANS 2:1-16
258,3,PSALM 59:1-17
258,4,PROVERBS 23:13-14
259,1,ISAIAH 22:1-24:23
259,2,GALATIANS 2:17-3:9
259,3,PSALM 60:1-12
259,4,PROVERBS 23:15-16
260,1,ISAIAH 25:1-28:13
260,2,GALATIANS 3:10-22
260,3,PSALM 61:1-8
260,4,PROVERBS 23:17-18
261,1,ISAIAH 28:14-30:11
261,2,GALATIANS 3:23-4:31
261,3,PSALM 62:1-12
261,4,PROVERBS 23:19-21
262,1,ISAIAH 30:12-33:9
262,2,GALATIANS 5:1-12
262,3,PSALM 63:1-11
262,4,PROVERBS 23:22
263,1,ISAIAH 33:10-36:22
263,2,GALATIANS 5:13-26
263,3,PSALM 64:1-10
263,4,PROVERBS 23:23
264,1,ISAIAH 37:1-38:22
264,2,GALATIANS 6:1-18
264,3,PSALM 65:1-13
264,4,PROVERBS 23:24
265,1,ISAIAH 39:1-41:16
265,2,EPHESIANS 1:1-23
265,3,PSALM 66:1-20
265,4,PROVERBS 23:25-28
266,1,ISAIAH 41:17-43:13
266,2,EPHESIANS 2:1-22
266,3,PSALM 67:1-7
266,4,PROVERBS 23:29-35
267,1,ISAIAH 43:14-45:10
267,2,EPHESIANS 3:1-21
267,3,PSALM 68:1-18
267,4,PROVERBS 24:1-2
268,1,ISAIAH 45:11-48:11
268,2,EPHESIANS 4:1-16
268,3,PSALM 68:19-35
268,4,PROVERBS 24:3-4
269,1,ISAIAH 48:12-50:11
269,2,EPHESIANS 4:17-32
269,3,PSALM 69:1-18
269,4,PROVERBS 24:5-6
270,1,ISAIAH 51:1-53:12
270,2,EPHESIANS 5:1-33
270,3,PSALM 69:19-36
270,4,PROVERBS 24:7
271,1,ISAIAH 54:1-57:14
271,2,EPHESIANS 6:1-24
271,3,PSALM 70:1-5
271,4,PROVERBS 24:8
272,1,ISAIAH 57:15-59:21
272,2,PHILIPPIANS 1:1-26
272,3,PSALM 71:1-24
272,4,PROVERBS 24:9-10
273,1,ISAIAH 60:1-62:5
273,2,PHILIPPIANS 1:27-2:18
273,3,PSALM 72:1-20
273,4,PROVERBS 24:11-12
274,1,ISAIAH 62:6-65:25
274,2,PHILIPPIANS 2:19-3:3
274,3,PSALM 73:1-28
274,4,PROVERBS 24:13-14
275,1,ISAIAH 66:1-24
275,2,PHILIPPIANS 3:4-21
275,3,PSALM 74:1-23
275,4,PROVERBS 24:15-16
276,1,JEREMIAH 1:1-2:30
276,2,PHILIPPIANS 4:1-23
276,3,PSALM 75:1-10
276,4,PROVERBS 24:17-20
277,1,JEREMIAH 2:31-4:18
277,2,COLOSSIANS 1:1-17
277,3,PSALM 76:1-12
277,4,PROVERBS 24:21-22
278,1,JEREMIAH 4:19-6:15
278,2,COLOSSIANS 1:18-2:7
278,3,PSALM 77:1-20
278,4,PROVERBS 24:23-25
279,1,JEREMIAH 6:16-8:7
279,2,COLOSSIANS 2:8-23
279,3,PSALM 78:1-31
279,4,PROVERBS 24:26
280,1,JEREMIAH 8:8-9:26
280,2,COLOSSIANS 3:1-17
280,3,PSALM 78:32-55
280,4,PROVERBS 24:27
281,1,JEREMIAH 10:1-11:23
281,2,COLOSSIANS 3:18-4:18
281,3,PSALM 78:56-72
281,4,PROVERBS 24:28-29
282,1,JEREMIAH 12:1-14:10
282,2,1 THESSALONIANS 1:1-2:8
282,3,PSALM 79:1-13
282,4,PROVERBS 24:30-34
283,1,JEREMIAH 14:11-16:15
283,2,1 THESSALONIANS 2:9-3:13
283,3,PSALM 80:1-19
283,4,PROVERBS 25:1-5
284,1,JEREMIAH 16:16-18:23
284,2,1 THESSALONIANS 4:1-5:3
284,3,PSALM 81:1-16
284,4,PROVERBS 25:6-8
285,1,JEREMIAH 19:1-21:14
285,2,1 THESSALONIANS 5:4-28
285,3,PSALM 82:1-8
285,4,PROVERBS 25:9-10
286,1,JEREMIAH 22:1-23:20
286,2,2 THESSALONIANS 1:1-12
286,3,PSALM 83:1-18
286,4,PROVERBS 25:11-14
287,1,JEREMIAH 23:21-25:38
287,2,2 THESSALONIANS 2:1-17
287,3,PSALM 84:1-12
287,4,PROVERBS 25:15
288,1,JEREMIAH 26:1-27:22
288,2,2 THESSALONIANS 3:1-18
288,3,PSALM 85:1-13
288,4,PROVERBS 25:16
289,1,JEREMIAH 28:1-29:32
289,2,1 TIMOTHY 1:1-20
289,3,PSALM 86:1-17
289,4,PROVERBS 25:17
290,1,JEREMIAH 30:1-31:26
290,2,1 TIMOTHY 2:1-15
290,3,PSALM 87:1-7
290,4,PROVERBS 25:18-19
291,1,JEREMIAH 31:27-32:44
291,2,1 TIMOTHY 3:1-16
291,3,PSALM 88:1-18
291,4,PROVERBS 25:20-22
292,1,JEREMIAH 33:1-34:22
292,2,1 TIMOTHY 4:1-16
292,3,PSALM 89:1-13
292,4,PROVERBS 25:23-24
293,1,JEREMIAH 35:1-36:32
293,2,1 TIMOTHY 5:1-25
293,3,PSALM 89:14-37
293,4,PROVERBS 25:25-27
294,1,JEREMIAH 37:1-38:28
294,2,1 TIMOTHY 6:1-21
294,3,PSALM 89:38-52
294,4,PROVERBS 25:28
295,1,JEREMIAH 39:1-41:18
295,2,2 TIMOTHY 1:1-18
295,3,PSALM 90:1-91:16
295,4,PROVERBS 26:1-2
296,1,JEREMIAH 42:1-44:23
296,2,2 TIMOTHY 2:1-21
296,3,PSALM 92:1-93:5
296,4,PROVERBS 26:3-5
297,1,JEREMIAH 44:24-47:7
297,2,2 TIMOTHY 2:22-3:17
297,3,PSALM 94:1-23
297,4,PROVERBS 26:6-8
298,1,JEREMIAH 48:1-49:22
298,2,2 TIMOTHY 4:1-22
298,3,PSALM 95:1-96:13
298,4,PROVERBS 26:9-12
299,1,JEREMIAH 49:23-50:46
299,2,TITUS 1:1-16
299,3,PSALM 97:1-98:9
299,4,PROVERBS 26:13-16
300,1,JEREMIAH 51:1-53
300,2,TITUS 2:1-15
300,3,PSALM 99:1-9
300,4,PROVERBS 26:17
301,1,JEREMIAH 51:54-52:34
301,2,TITUS 3:1-15
301,3,PSALM 100:1-5
301,4,PROVERBS 26:18-19
302,1,LAMENTATIONS 1:1-2:22
302,2,PHILEMON 1:1-25
302,3,PSALM 101:1-8
302,4,PROVERBS 26:20
303,1,LAMENTATIONS 3:1-66
303,2,HEBREWS 1:1-14
303,3,PSALM 102:1-28
303,4,PROVERBS 26:21-22
304,1,LAMENTATIONS 4:1-5:22
304,2,HEBREWS 2:1-18
304,3,PSALM 103:1-22
304,4,PROVERBS 26:23
305,1,EZEKIEL 1:1-3:15
305,2,HEBREWS 3:1-19
305,3,PSALM 104:1-23
305,4,PROVERBS 26:24-26
306,1,EZEKIEL 3:16-6:14
306,2,HEBREWS 4:1-16
306,3,PSALM 104:24-35
306,4,PROVERBS 26:27
307,1,EZEKIEL 7:1-9:11
307,2,HEBREWS 5:1-14
307,3,PSALM 105:1-15
307,4,PROVERBS 26:28
308,1,EZEKIEL 10:1-11:25
308,2,HEBREWS 6:1-20
308,3,PSALM 105:16-36
308,4,PROVERBS 27:1-2
309,1,EZEKIEL 12:1-14:11
309,2,HEBREWS 7:1-17
309,3,PSALM 105:37-45
309,4,PROVERBS 27:3
310,1,EZEKIEL 14:12-16:41
310,2,HEBREWS 7:18-28
310,3,PSALM 106:1-12
310,4,PROVERBS 27:4-6
311,1,EZEKIEL 16:42-17:24
311,2,HEBREWS 8:1-13
311,3,PSALM 106:13-31
311,4,PROVERBS 27:7-9
312,1,EZEKIEL 18:1-19:14
312,2,HEBREWS 9:1-10
312,3,PSALM 106:32-48
312,4,PROVERBS 27:10
313,1,EZEKIEL 20:1-49
313,2,HEBREWS 9:11-28
313,3,PSALM 107:1-43
313,4,PROVERBS 27:11
314,1,EZEKIEL 21:1-22:31
314,2,HEBREWS 10:1-17
314,3,PSALM 108:1-13
314,4,PROVERBS 27:12
315,1,EZEKIEL 23:1-49
315,2,HEBREWS 10:18-39
315,3,PSALM 109:1-31
315,4,PROVERBS 27:13
316,1,EZEKIEL 24:1-26:21
316,2,HEBREWS 11:1-16
316,3,PSALM 110:1-7
316,4,PROVERBS 27:14
317,1,EZEKIEL 27:1-28:26
317,2,HEBREWS 11:17-31
317,3,PSALM 111:1-10
317,4,PROVERBS 27:15-16
318,1,EZEKIEL 29:1-30:26
318,2,HEBREWS 11:32-12:13
318,3,PSALM 112:1-10
318,4,PROVERBS 27:17
319,1,EZEKIEL 31:1-32:32
319,2,HEBREWS 12:14-29
319,3,PSALM 113:1-114:8
319,4,PROVERBS 27:18-20
320,1,EZEKIEL 33:1-34:31
320,2,HEBREWS 13:1-25
320,3,PSALM 115:1-18
320,4,PROVERBS 27:21-22
321,1,EZEKIEL 35:1-36:38
321,2,JAMES 1:1-18
321,3,PSALM 116:1-19
321,4,PROVERBS 27:23-27
322,1,EZEKIEL 37:1-38:23
322,2,JAMES 1:19-2:17
322,3,PSALM 117:1-2
322,4,PROVERBS 28:1
323,1,EZEKIEL 39:1-40:27
323,2,JAMES 2:18-3:18
323,3,PSALM 118:1-18
323,4,PROVERBS 28:2
324,1,EZEKIEL 40:28-41:26
324,2,JAMES 4:1-17
324,3,PSALM 118:19-29
324,4,PROVERBS 28:3-5
325,1,EZEKIEL 42:1-43:27
325,2,JAMES 5:1-20
325,3,PSALM 119:1-16
325,4,PROVERBS 28:6-7
326,1,EZEKIEL 44:1-45:12
326,2,1 PETER 1:1-12
326,3,PSALM 119:17-32
326,4,PROVERBS 28:8-10
327,1,EZEKIEL 45:13-46:24
327,2,1 PETER 1:13-2:10
327,3,PSALM 119:33-48
327,4,PROVERBS 28:11
328,1,EZEKIEL 47:1-48:35
328,2,1 PETER 2:11-3:7
328,3,PSALM 119:49-64
328,4,PROVERBS 28:12-13
329,1,DANIEL 1:1-2:23
329,2,1 PETER 3:8-4:6
329,3,PSALM 119:65-80
329,4,PROVERBS 28:14
330,1,DANIEL 2:24-3:30
330,2,1 PETER 4:7-5:14
330,3,PSALM 119:81-96
330,4,PROVERBS 28:15-16
331,1,DANIEL 4:1-37
331,2,2 PETER 1:1-21
331,3,PSALM 119:97-112
331,4,PROVERBS 28:17-18
332,1,DANIEL 5:1-31
332,2,2 PETER 2:1-22
332,3,PSALM 119:113-128
332,4,PROVERBS 28:19-20
333,1,DANIEL 6:1-28
333,2,2 PETER 3:1-18
333,3,PSALM 119:129-152
333,4,PROVERBS 28:21-22
334,1,DANIEL 7:1-28
334,2,1 JOHN 1:1-10
334,3,PSALM 119:153-176
334,4,PROVERBS 28:23-24
335,1,DANIEL 8:1-27
335,2,1 JOHN 2:1-17
335,3,PSALM 120:1-7
335,4,PROVERBS 28:25-26
336,1,DANIEL 9:1-11:1
336,2,1 JOHN 2:18-3:6
336,3,PSALM 121:1-8
336,4,PROVERBS 28:27-28
337,1,DANIEL 11:2-35
337,2,1 JOHN 3:7-24
337,3,PSALM 122:1-9
337,4,PROVERBS 29:1
338,1,DANIEL 11:36-12:13
338,2,1 JOHN 4:1-21
338,3,PSALM 123:1-4
338,4,PROVERBS 29:2-4
339,1,HOSEA 1:1-3:5
339,2,1 JOHN 5:1-21
339,3,PSALM 124:1-8
339,4,PROVERBS 29:5-8
340,1,HOSEA 4:1-5:15
340,2,2 JOHN 1:1-13
340,3,PSALM 125:1-5
340,4,PROVERBS 29:9-11
341,1,HOSEA 6:1-9:17
341,2,3 JOHN 1:1-15
341,3,PSALM 126:1-6
341,4,PROVERBS 29:12-14
342,1,HOSEA 10:1-14:9
342,2,JUDE 1:1-25
342,3,PSALM 127:1-5
342,4,PROVERBS 29:15-17
343,1,JOEL 1:1-3:21
343,2,REVELATION 1:1-20
343,3,PSALM 128:1-6
343,4,PROVERBS 29:18
344,1,AMOS 1:1-3:15
344,2,REVELATION 2:1-17
344,3,PSALM 129:1-8
344,4,PROVERBS 29:19-20
345,1,AMOS 4:1-6:14
345,2,REVELATION 2:18-3:6
345,3,PSALM 130:1-8
345,4,PROVERBS 29:21-22
346,1,AMOS 7:1-9:15
346,2,REVELATION 3:7-22
346,3,PSALM 131:1-3
346,4,PROVERBS 29:23
347,1,OBADIAH 1:1-21
347,2,REVELATION 4:1-11
347,3,PSALM 132:1-18
347,4,PROVERBS 29:24-25
348,1,JONAH 1:1-4:11
348,2,REVELATION 5:1-14
348,3,PSALM 133:1-3
348,4,PROVERBS 29:26-27
349,1,MICAH 1:1-4:13
349,2,REVELATION 6:1-17
349,3,PSALM 134:1-3
349,4,PROVERBS 30:1-4
350,1,MICAH 5:1-7:20
350,2,REVELATION 7:1-17
350,3,PSALM 135:1-21
350,4,PROVERBS 30:5-6
351,1,NAHUM 1:1-3:19
351,2,REVELATION 8:1-13
351,3,PSALM 136:1-26
351,4,PROVERBS 30:7-9
352,1,HABAKKUK 1:1-3:19
352,2,REVELATION 9:1-21
352,3,PSALM 137:1-9
352,4,PROVERBS 30:10
353,1,ZEPHANIAH 1:1-3:20
353,2,REVELATION 10:1-11
353,3,PSALM 138:1-8
353,4,PROVERBS 30:11-14
354,1,HAGGAI 1:1-2:23
354,2,REVELATION 11:1-19
354,3,PSALM 139:1-24
354,4,PROVERBS 30:15-16
355,1,ZECHARIAH 1:1-21
355,2,REVELATION 12:1-17
355,3,PSALM 140:1-13
355,4,PROVERBS 30:17
356,1,ZECHARIAH 2:1-3:10
356,2,REVELATION 13:1-18
356,3,PSALM 141:1-10
356,4,PROVERBS 30:18-20
357,1,ZECHARIAH 4:1-5:11
357,2,REVELATION 14:1-20
357,3,PSALM 142:1-7
357,4,PROVERBS 30:21-23
358,1,ZECHARIAH 6:1-7:14
358,2,REVELATION 15:1-8
358,3,PSALM 143:1-12
358,4,PROVERBS 30:24-28
359,1,ZECHARIAH 8:1-23
359,2,REVELATION 16:1-21
359,3,PSALM 144:1-15
359,4,PROVERBS 30:29-31
360,1,ZECHARIAH 9:1-17
360,2,REVELATION 17:1-18
360,3,PSALM 145:1-21
360,4,PROVERBS 30:32
361,1,ZECHARIAH 10:1-11:17
361,2,REVELATION 18:1-24
361,3,PSALM 146:1-10
361,4,PROVERBS 30:33
362,1,ZECHARIAH 12:1-13:9
362,2,REVELATION 19:1-21
362,3,PSALM 147:1-20
362,4,PROVERBS 31:1-7
363,1,ZECHARIAH 14:1-21
363,2,REVELATION 20:1-15
363,3,PSALM 148:1-14
363,4,PROVERBS 31:8-9
364,1,MALACHI 1:1-2:17
364,2,REVELATION 21:1-27
364,3,PSALM 149:1-9
364,4,PROVERBS 31:10-24
365,1,MALACHI 3:1-4:6
365,2,REVELATION 22:1-21
365,3,PSALM 150:1-6
365,4,PROVERBS 31:25-31